Cleaned_Text,Sentiment
green mountain is my favorite brand nantucket is my favorite coffee from green mountain very smooth flavor not too strong and not too weak,Positive
i was looking for a replacement for timothys kona blend which is no longer carried on amazon this coffee from green mountain is very nice but not strong enough for me if you like milder coffees then this one is for you,Positive
one of green mountains best blends of coffee in my opinionlove it for your everyday blend perfect stregnth excellent blend,Positive
this is just fantastic chicken noodle soup the best i have ever eaten with large hearty chunks of chickenand vegetables and nice large noodles this soup is just so full bodied and is seasoned just right i am so glad amazon carries this product i just cant find it here in vermont,Positive
i have used this oil for several years and it is the best for eating with bread or cooking i love the regular i use it on everything you wont be sorry you tired it great for dipping bread and cooking omelet and green beans,Positive
oh my gosh is this good like most people ive been eating ketchup my whole life and never really thought anything about it then hubby brought a jar of this home the tomato flavor is amazing i will never buy store ketchup every again,Positive
sir kensingtons did a great job of updating the classic ketchup with this wonderful product the refreshed taste of this ketchup is a great update and now leaves me disappointed when im given heinz while out at a restaurantbr br for you heinz die hard fans out there this is not the ketchup for you but for those of you who wish you always knew what ketchup could be without the chemical aftertaste found in heinz be sure to give this ketchup a trybr br dont forget the spiced variety purchasing the pack with both the classic and spiced variety for your first sir kensington experience is definitely the way to go,Positive
this is ridiculous the best gourmet ketchup i have ever tasted it is pricey but wowlove this stuff it would make a great gift for someone who is hard to buy for but loves their ketchup yummy,Positive
the tomatoes are the star of the classic flavor it is clean and really fresh perfect on an avocado chicken sandwichbr br the spicy flavor is more complex and is the best ketchup i have ever tried it is so good i have now used it on foods that would make me seem crazy,Positive
the spicy version of this ketchup isnt bad but it is too expensive the regular version is sweet as dessert horrible annies organic has a much better flavor and costs a lot less even heinz organic is a better deal i gave it three stars instead of two because it is in glass not plastic,Neutral
these condiments are overpriced and terrible the classic is disgustingly sweet the spiced tastes like a bad spicy marinara sauce from a chain restaurant,Negative
i have been using porcini mushrooms in my cooking for twenty plus years the roland extra fancy porcinis that i purchased from you are the best that i have ever used including the mushrooms that i bought in italy and transported back to the usa,Positive
i was pretty pleased with these mushrooms they were mostly large pieces rehydrated well and had good flavor id estimate about 25 of the contents were broken into medium to small pieces most likely due to the shaking about in transit not a problem since i sometimes break the large pieces into smaller ones for some recipes there was a small amount perhaps an ounce or so of very smallmincedsizedustlike pieces still useful to add into gravies and the like nothing gets wastedbr br the label says it is a product of china and italy nothing was specified as to the proportion from each countrybr br im quite fond of dried mushrooms while they may lack the texture you can get only when using fresh ones the convenience of always having them on hand is a big plus additionally i find the broth used to rehydrate them adds a wonderful flavor to soups and stews to save time and add flavor i sometimes add the dried mushrooms directly into the soup or stew without rehydrating them really helps meld all the flavors together i also am fond of adding some to the cooking water when boiling pasta the pasta picks up a wonderful earthy flavor when it cooks in the mushroominfused waterbr br this was the first time i used the roland brand got it on a price dip from the amazon warehouse and would certainly buy them again highly recommend,Positive
if you are a peanut lover these are for you much larger than cocktail peanuts six people on my christmas gift list ask for these every year,Positive
the cashews were nice and big with the vast majority being whole there were a number of small pieces at the bottom of the bag but thats pretty expected with so many cashews they made an absolutely excellent cashew brittlebr br my order took just over a week to arrive which was pretty decent considering it was shipped across the country they came double bagged in clear plastic bags and in two 5 lb portions this was highly convenient since i could just throw one of the bags into the freezer until i was ready to work with itbr br great value for the price,Positive
although there were several shriveled ones they taste just fine i mostly use them to make vegan sauces and other recipes that call for running them through a food processor so they dont have to look perfect anyways for the price they are a great deal about half of what i find them for in the store,Positive
i ordered these after a fair bit of searching online even ordering the smaller 13oz bags i will admit i was a bit sceptical when i ordered this since it was not cheap and had no idea how good or bad the cashews would bebr br the order came in pretty fast like 3 days the cashews were fresh and whole with like 10 broken pieces they were in 2 5lb bags sealed with clear tape first i found it odd but then it turned out to be a good deal considering the second pack stayed fresh till i opened them the trick is to actually keep them in an airtight box so that they stay fresh longerbr br the only negative i can think of is that the price went up abt 500 for the 10lb since i bought them,Positive
these nuts arrived fresh and are very tasty they are not broken or dirty looking like cashews sometimes can,Positive
i bought these for my boyfriend who really likes honey roasted pecans in salads that i have at a couple of restaurants plus he likes nuts pecans almonds peanuts he loved these i actually ordered 3 cans instead of the gift tin so he could take one to work or his place and stay fresh longer although i dont think freshness will be an issue they wont last longlol,Positive
my cat will go for a day probably longer havent tryed it but hell walk right by this stuff every time even when i know hes hungery absolutely no interest i swear hed rather die of starvation then even take a wiff of it,Negative
got this free with another order i placed i couldnt believe how much the cats loved it i will buy again for sure,Positive
this is a great ham soup base i have used it in ham and beans and seasoned greenbeans great flavor,Positive
i havent used the ham base it is loaded with msg i did not realize this when i ordered it and can not return it because it is a food item,Negative
before i discover this mix on amazon i always bought it in whole food storebr i like this mix and when i am doing the pancakes they came very delicious and fluffybr just one small secret try to add the seltzer water instead of regular one,Positive
i appreciate the fact that i can buy this product online and have free shipping this is a great all around mix that is very good with a wonderful texture thanks again amazon,Positive
arrowhead mills buttermilk pancake mix is my favorite mix it tastes great cooks up light and fluffy and is super easy to make although it can be made using water i think its better made with milk i love it with pure organic maple syrup,Positive
the pancakes taste great without any recipe adjustments for my sons egg allergy its also great for camping or any time youd like to be able to make pancakes without having fresh eggs available,Positive
hey these are great waffles and pancakes we have to add 50 more mix tho as the recipies on the bag are very thin but we have a lot of fun with this arrowhead mills buttermilk pancake waffle mix we serve them as is with fried eggs and real maple syrup a hrefhttpwwwamazoncomgpproductb002483tsqbutternut mountain farm vermont pure maple syrup grade a dark amber 1 pint juga or with warm strawberry jam and whipped cream or cool whip or add brown sugar to the mix to change the flavor and make a crispy waffle or add 14 cup sugar and 14 cup malted milk powder a hrefhttpwwwamazoncomgpproductb001eq4hvccarnation malted milk original 13ounce jars pack of 3a for awesome gourmet pancakes and waffles like they serve at the hilton its handy to have extra bags on hand too and you cant beat the subscribe and save price this mix is 70 organic too,Positive
we are glad we found this mix as we make pancakes without eggs for my son who has an allergybr they taste fine for our family we like them many ways,Positive
i love the flour however amazon sent it with a book which broke a bag and made a mess customer sevice took care of the problem however it was a foolish way to ship the product,Neutral
this mix is very poorly packaged and breaks open easily during shipping nearly a full bag of my order was spilled in the shipping box 3 bags out of 4 had come unsealed at the top there were no tears in the packages,Negative
just awful i thought food was supposed to taste good i had to eat ice cream afterwards to get the taste out of my mouth its that bad,Negative
perhaps the worst bottle of wine ive ever had im not even sure i would cook with this it is thin no body and a transparent color not characteristic of a good pinot the taste is just bitter not the complexity that i expect from a pinot noir of any price just not what im looking for even in a low to mid price pinot noir maybe my bottle wasnt sealed well and went to vinegar other reviews for this wine are favorable,Negative
a good tasting light chip that has some value in nutrition everyone get the munchiesis this is a good alternative to eating potato chips,Positive
this is a wonderful warm flavored tea especially now in colder weatherbr this tea has a sweetsoothing chamomile fragrance it is subtle and sweetits one of the better chamomile teasbr if you find it hard to sleep at times a cup of this sweet chamomile tea may helpbr if you really like sweet taste try bigelow chamomile mango herbal teabr i highly recommend both,Positive
this is one of the best mint chocolate syrup ive ever had so far the others pale in flavor by comparison there are only seven ingredients in this sauce including organic natural mint flavor in the past i used ice cream heavy with other flavors like butterscotch chocolate chips oreo cookies caramel et al because the mint flavor of other mint chocolate sauces was too pale now i buy plain vanilla or chocolate ice cream and the minty flavor of the santa cruz organic mint chocolate syrup really stands out but doesnt overpower the flavor of the ice cream there are only 110 calories and because the mint flavor is very apparent to my taste i use it sparingly so this 155 oz container last a bit longer than the other syrups i used,Positive
this is a simple product and it is simply good there are no extra ingredients that are hard to pronounce and have you scouring the internet finding out what they are it is a bit thinner consistency than the usual syrup so use caution the first time you go to squeeze some out this will be great for people who like mint it has a much stronger mint flavor than chocolate i use it in my coffee with a bit of half and half tastes great sometimes simple is better,Positive
a grande item delicious fish with the ultimate flavor best ever in a can for all purposes i sent a case to my mother recently diagnosed with diabetes and she loves it as a main entree for cooking patties,Positive
i ordered this product at the same time as the kirkland signature salmon the raincoast trading co salmon is very tasty equally as good quality salmon as the kirkland however the raincoast arrived in perfect condition the kirkland cans were dented badly i recommend this product to anyone who likes boneless skinless canned salmon,Positive
this tea tastes almost as good as the tea you would get at an indian restaurant its much better than getting a teabag and making it the english way with a lot of water and a bit of milk this is very creamy and tasty my only criticism is that there arent enough sachets in the box only 10 since the directions say that you use one sachet for 100ml of water approximately half a cup its not enough for a good cup of tea so i use two that means that one box is only good enough for five cups of tea but its a delicious afterdinner drink i would buy this again if there were more sachets in a box,Positive
i love this product cant find it locally sometimes little out of the way stores have itbut i also love the chickenpork chop bagsevery store i go in i look for them the lastplace i found it was at a meat market,Positive
this is the best way to cook a roast our local grocery went out of buisness and so i could not find this product till i looked here please continue to keep this product available,Positive
its always a pleasure to find frenchs products on the web all of the markets in my area have made a bargain to carry nothing but mccormacks bland and tasteless seasoningsbr br this is the most flavorful cooking bag mix you will ever find,Positive
if you like oreos or the oreo cakester then youve got to try the double stuff cakesters these are the best side note shipping was very slow but maybe your chances will be better,Positive
i was surprised about how good this was my family and friends laughed when i told them i bought this but out of the can ready mix with a little salt pepper spinach and some cheese and its a great easy meal,Positive
the thing about marmite is that those who dont like it hate it and those who love it cant live without it its very much an english thing and the language has even adopted the trade name as a metaphor as in victoria beckham is marmite meaning that those who dont like heretc amazon has done the world a favor by making this weird and wonderful stuff available at an affordable price last time i looked it was 25 a 500g jar in british stores in lacounty or about 4x what it costs in england the amazon supplier was quick and efficient and i now have enough marmite to last me to the end of the year or would have if i didnt decide to send one of the two jars to my son in japan good job amazon,Positive
a vile miserable pancake i put these in front of my toddler one morning and she actually cried i dont know if it was their flat and anemic appearance or their salty bitter taste only the whole wheat flour is organic in this mix the buttermilk baking soda sls and sea salt are not i am going back to natures path buttermilk pancake mix this one went straight into the garbage,Negative
whats there to say about a fantastic chocolate chip cookie the only thing that could be improved is if they offered a bushel box of these so you would not run out so fast hope these dont go the way of the dinosaur,Positive
these arrived on time and packaged in green plastic wrap the cookies were as fresh as the boxes found in the local grocery storebr br i have no complaints but i also now have no more cookies we ate them all,Positive
i was not expecting to like these cookies as much as i do i like chocolate chip cookies well enough but i really prefer a soft cookie to crisp ones i have to say these famous amos cookies have pertty much turned me around the cookies are rich and have that depth of flavor that comes from quality ingredients the chips are real chocolate and melt redilly in your mouth creating a moist experience while chewing these are truly great cookies,Positive
they arent fattening and theyre good for you right thats what i heard at least from an admittedly unreliable person,Positive
great if you are cutting back on fat they do resemble regular chips but are nothing like them extremely dry and hard,Positive
i have never met a kettle brand chip i did not like these chips have a great loaded potato flavor which are flavorful i like the sweet onion chips better but these are also at the top of the list for greattasting potato chips kettle chips are great chips fthe money,Positive
after buying bags one at a time at a hefty markup at nearby stores i decided to try bulk ordering some snack foods on amazon i was very pleased with the price and the productsbr br these jalapeno kettle chips are not overly spicy they have a slowbuilding spice that starts very subtly a grows if you eat the whole bag which im embarrassed to say i did quite a few timesbr br the chips arrived wellpacked and fresh they had nearly a year of time before they expired which is pretty impressive for chipsbr br most importantly the priceperbag was much much better than any local store could do although i live near an expensive city so that may play a role in the price differencebr br i wouldnt hesitate to order another box of these once i run out,Positive
i buy mostly for vending so the size of the bag is important kettles 1 oz bag is a good size although it seems a bit less than full salt vinegar flavor is satisfying about an 8 out of 10,Positive
glad to find these in a one ounce size but the bag seems a bit less than full its hard to find single serving chip bags that vend well sometimes they are too wide or too plump with air bag size is good bbq flavor is about an 8 out of 10,Positive
one of the best chips that you can buyand ive tried all the kettle varieties and many others theres only a slight taste of jalapeno and they are delicious perfect with a sandwich or alonebr if you like being addicted these are the chip for you see you at addicts anonymous,Positive
the title says it all great flavor hint of spice excellent crunch we eat kettle chips by the truck load at my house we like all the flavors but this one far and away is our favorite never enough bags to get us to our next shipment i just wish amazon could get the larger bags on subscribe and save if you buy these make sure you have enough for everyone otherwise you may not get enough for yourself,Positive
wow i have eaten quite a few potato chips in my day kettle chips are the best nonbaked chips i have eaten i decided to try the sweet onion chips since ive never had them i now have a favorite if you like onions this is a must buy i will definitely reorder these as i mentioned above they are the best i have ever eaten the flavor is great,Positive
i cannot say how much i love kettle brand potato chips kettle brand has a large variety of unique flavors and the quality of the chips themselves blows all other potato chips out of the water the ingredients list is printed on each bag and the only thing really bad for it is the oil they are frying the chips in i love that these arent filled with nasty chemicals i ordered the cheddar and sour cream krinkle cut ones which are great but i was torn between the a hrefhttpwwwamazoncomgpproductb0048ifusckettle brand potato chips fully loaded baked potato 2ounce pack of 24a and the jalapeno flavor while i know the jalapeno flavor is good but this is way better they include liquid smoke instead of actual bacon which im fine with since ive a vegetarian i ordered this to give to guests coming from out of town for my wedding this spring and i cant guarantee how many i will have left my fiance and i love these the packaging is perfect for anyone who is giving these to kids to take for school lunches or handing out in gift bags even just for portion control,Positive
now i havent done a sidebyside comparison but these chips still taste like the real deal these snack sized bags do as well as the regular brand at the grocery store i work for portion control and reduced fat yes please with the subscribe save these are much cheaper than at the grocery store,Positive
i love kettle brand chipsbr ive been in love with the honey dijon for years and decided to try out their other flavorsbr br sea salt vinegar chips are tangy sour and make my lips pucker when i eat too many at a time i got 12 big bags for a steal from amazon 11 whatbr br personally the flavor is too much for me but my mom aunt love them and they hate potato chips,Positive
these chips are thick and crunchy i absolutely love them the taste is perfect i like to buy these smaller bags because i cant trust myself with a large bag of these because they taste no good,Positive
i enjoy these chips i got these instead of my usual jalapeno ones from the same company for a bit of flavor change i think those are better but only slightly like the jalapenos there is a great amount of flavor without being too overpowering the small bag size prevents you from overeating as with a larger bag,Positive
i love these chips i buy the 24 pack once a month the bags are just the right size for snacking and prevent me from eating way too much with the larger bags the jalapeno spice is subtle enough not to be overpowering but still gives you a great amount of flavor,Positive
these are the strongest tasting salt and vinegar chips ive had i could still do with more vinegar flavor but i think this is as close as im going to get without dousing them with vinegar powder myselfbr br i did a side by side with the cape cod salt and vinegar and these are about twice as flavorful additionally as other reviewers have said they have quite a good bit of potassium in them somewhere in the neighbor of 15 rda per serving,Positive
i have been ordering the sea salt chips for about a yeari love thembut my daughter picked some of these up at our local grocery store and now they are my new favoritewill be ordering them,Positive
these are my favorite glutenfree dairyfree flavored chips many other salt and vinegar chips contain dairy so its nice to find ones that i can eat the vinegar flavor is really intense and good,Positive
these kettle brand potato chips in the spicy thai flavor really do taste like food i have eaten at a thai restaurant the ingredients listed include garlic powder onion powder parsley jalapeno and spices im not sure what other spices there are but it sure tastes like lemongrass to meyum these chips are thick cut and very crunch they come in a seriously heavyduty bag i tried to open it like i do regular chip bags by pulling the two sides apart no way the bag is so thick i wondered if it was plastic i started looking for the scissors and decided that any company that put their chips in a bag this nice must have provided a way to open it sure enough there is a small slit on the top and the simple directions tear here so easy why didnt i think of that,Positive
honey dijon flavor okay flavor but both my girlfriend and i thought they left a bad aftertaste the aftertaste is sort of like old cheese presumably some folks like this im not a fancy cheese eater and it lingers for at least an hour id give this flavor a rating of 2 stars out of 5br br we have also tried the ny cheddar flavor 4 stars which we both liked better and they didnt leave any longlingering or bad aftertastebr br id give the consistency of the chips 4 stars the chips are crunchy but also greasy enough that i keep a napkin near or wash my hands after eating kettle chips,Neutral
for me kettle is the best brand on the market they really know how to turn the humble potato into something fit for the gods i didnt think anything could top their salt and pepper chips but these are my new favorite the flavors are pure and real they go great with just about everything and are highly addictive i hope they come out with a low fat version their low fat chips are excellent but they need more flavors,Positive
salt and vinegar chips are definitely my favorite type of any potato chip these ones made by kettle were very tasty and i enjoyed them thoroughly i just wish there was a more healthy option with the same great taste,Positive
what i like about thembr 1 very thick chipsbr 2 no trans fat and all natural according to the info on the bagbr 3 flavor but thats a subjective thingbr 4 2oz bags which keep you from eating too much at one time just set a limit of 1 bagbr br consbr as another reviewer said theres a lot of oil in them chips what i do is place a paper napkin on a plate and pour the chips on them wait a few mins before eating and the napkin will soak some of the oil off it seems gross that there is so much oil on the chip that a napkin will soak it off but its true and at least this way youll get rid of some of the oil,Positive
these are so tangy it prevents me from eating too many a handful or two does the trick very crisp and savory,Positive
i usually love kettle chips and love salt vinegar but these chips were way too vinegary for me they do have the typical kettle chip crunch but are too aggressively flavored for my taste,Neutral
i have always been a fan of kettle chips when you open a bag of kettle chips you know you are going to get quality these chips are no exception and live up to the name printed on the packagebr br the new york cheddar chips have a very subtle flavor to them you can taste the cheddar in them but it doesnt smack you in the face like supermarket brand chips might the taste lingers as well which is a definite plusbr br another aspect about these kettle chips is the fact every chip is nice and crisp that crunch in your mouth on top of that there are no burnt chips in any of the bags i have had since the purchase the only negative i might have is that the flavoring of the chips is uneven some chips might pack a nice cheddar punch while another might taste rather plain this isnt a big flaw as it happens when getting seasoned and doesnt ruin the bag at allbr br overall the quality of the chips is fantastic the flavor is great and you wont be disappointed especially if you are a cheddar lover,Positive
tried many varieties of bbq chips and hands down these are the best on the market these r not too salty or greasy great crispy crunch plenty of good bbq flavor with a hint of sweetness that all other brands fall short of every bag after bag is just as mouth wateringly delicious as the 1st,Positive
kettle chis are the best ever these used to be my favorite flavor until i tried their salt and pepper kind but im sure this is just a personal preferencebr br crunchy real potato chips,Positive
these chips have the right amount of crunch and i enjoy the taste chips are consistent and have a fairly even distribution of seasoning i like the 2oz size bags just the right amount of chips,Positive
i subscribed to these one case every three months that comes out to about 5 a month for the convenience of having my favorite chips handy whenever i want because it seems fritolay has managed to crowd out every other chip vendor from pretty much all my local stores this is the best way to ensure a steady supply of the items i want rather than the items fritolay wants me to have the two ounce bags are larger than you might be used to buying at the subway for example which i find works very well theyre large enough to be a good snack on their own or you can even share a single bag over lunch the size is perfect for ensuring these fantastically crunchy chips are always fresh no chip clip neededbr br the only problem i subscribed to four cases a year and having these yummy chips always in the pantry makes it really easy to increase ones kettle chip consumption definitely have to hide the case from the kids,Positive
oki did read the reviews which ranged from splendid to awful i took the plunge as i do like salty and tangy flavors no i had never had these before i took the leap and ordered a case at a super price they arrived quickly and in great shape with the sell by date feb 2011 umm im in the middle on these chips they are ok but not something i cant live without i love the crunch the color no trans fat they are a little too vinegary for my taste which is a lot coming from a kid that grew up eating pickled hardboiled eggs and pickled pigs feetbr br i havent tried them with a deli sandwich and a cold mug of beer which might improve the experience,Neutral
this was the best deal ever the delivery was fast the chips are delicious and very fresh love it,Positive
my husband and i love these chips personally i think the flavor is perfect try them for yourself,Positive
the barbeque flavor of these chips is really perfect just spicy enough a hint of sweetness just a little smokey the chips themselves are extra crunchy and just thick enough to be substantial but not hard this makes for a wonderful snack or a great accompaniment for burgers hot dogs or brats chicken or just about any casual entree,Positive
i was hesitant to buy this at my local grocery store lunds but they were on sale so i bought a bag ive found that going beyond the simplyflavored chips like cheddar or vinegar usually results in disappointment tried the thai or asianinspired chips by target archer farms and they were awful these kettle spicy thai chips are just awesomeso much so that im considering buying them in bulk from amazon the taste is complicated and stimulates different parts of the palate the taste sensations prevalent in real thai food is baked into this chipsweet salty spicy was sour in there too i dont know but this is a wellmade wellbalanced chip that is addicting,Positive
as a professional potato chip muncher i see these as thee very best on the market rich taste and flavor almost impossible not to finish the entire bagthe true meaning of decadence,Positive
these are handsdown the absolute best salt vinegar chips you can buy they have a great strong flavor that has left me addicted these are certainly my favorite chips i highly recommend trying them,Positive
oh i love these chips and theyre so hard to find where i am and when i do find them theyre usually 12 more per bag for less great that these are so cheap here at amazon,Positive
i love these chips it is a little weird to review potato chips but these chips are great the crunch is just right plus they have just the right amount of salt not to salty not too bland they are a little oily but thats ok the best thing is the 2 oz package when i buy a larger bag its harder to resist eating them all this 2 oz package allows for a little portion control be sure to use your scissors to open cause these chips are packaged for freshness and dont open easily enjoy,Positive
in the past couple years i have eaten and reviewed several kinds and styles of chips from the best ive ever had to big disappointments if you have eaten the lantchips varieties there is no way that they are not the best as a group the kettle chips are rightly salted and i was so irritated by some pringles products kettle has good flavor but the small size and overwhelming oiliness takes away from the flavors all in all its good to have choiceamazon does not stock the lantchips all the time so there are some days that there is no choice,Positive
these chips are good and bad and create moral dilemmas constantly if wou are strong at will or having a large bbq go for it but as for me i was in the habit of bringing a new bag to work every three days had to put in a lot of time on the treadmill to make up for it beware,Positive
kettle chips flavors can be hit or miss some of their flavors are terrible but this is very simple and delicious probably one of their best flavorsbr br pros thick crunchy potato chips with light salt that doesnt compromise on taste ecofriendly business that isnt just giving us lip servicebr br cons the occasional burnt chip and the bag is a pain to open they have a tab that you can pull down but most of the time i end up tearing down the entire side of the bag use scissors instead,Positive
we bought these chips at a little sandwich shop in sonoma while we were on vacation i wasnt sure what to expect by the package and at first bite i didnt know what to thinkand then all of the flavors hitbr yum they are a bit spicy but nothing overpowering just lots of crunchy sweet spicy goodness they arent sold everywhere though im still trying to find them somewhere close to where i live,Positive
i have to admit that those chips are so good that they are highly addictive i cant stop eating them its crunchy and seasoned at the right amount of flavor and salt just perfect believe me some chips are so salty i cant finish a small bag but this one i just keep on eating,Positive
these are some of the best chips that i have ever had they sure beat anything else out there and are even cooked in a way that is better for you than most other name brands they are tangy and crisp and satisfy any craving at the time these will be the only chips that i buy from now on and i thank amazon for letting me buy them online in bulk and save some money at the same time,Positive
im addicted to salty and tangy flavors so when i opened my first bag of sea salt vinegar kettle brand chips i knew i had a perfect complement to my vegetable trays of cucumber carrot celery and cherry tomatoes skip the dip balance the tangy chips by alternating bites of raw vegetablebr br as an oregonian im proud to share these delectable snacks with friends especially those living outside our state and who havent experienced gourmet chips i tell them kettle brand does for potato chips what microbrews did for beerbr br kettle brand potato chips are unmistakablea light gold color rich flavor and amazing crunch kettle brand chips are also a healthier snacking option than the major chip brands kettle brand chips dont have trans fats msg or artificial flavors and colorings the company also has a line of organic potato chips and all of their products are certified kosherbr br i also recommend a hrefhttpwwwamazoncomgpproductb000g6mbv4kettle chips honey dijona and a hrefhttpwwwamazoncomgpproductb000g6q4gmkettle chips spicy thaiabr br annette solomon a reporter for the salem statesman journal recently noted that a glass of wine goes nicely with these chips solomon wrote you could be missing out on a wonderful pairing these chips are spicy so you would want to select a semisweet white wine also a moderate amount of acid will subdue the strong flavors of ginger lime garlic and cilantro without overpowering them classically a germanstyle riesling fits these parameters perfectly,Positive
these honey dijon chips bring a terrific balance of salty tangy sweet and crunchy other brands ive tried use too much mustard flavor which overpowers the honey dijon pairingbr br these chips make a great side dish on a bbq plate with baked beans coleslaw or potato salad and grilled meat naturally they also go down great with beerbr br as an oregonian im proud to share these delectable snacks with friends especially those living outside our state and who havent experienced gourmet chips i tell them kettle brand does for potato chips what microbrews did for beerbr br kettle brand potato chips are unmistakablea light gold color rich flavor and amazing crunch kettle brand chips are also a healthier snacking option than the major chip brands kettle brand chips dont have trans fats msg or artificial flavors and colorings the company also has a line of organic potato chips and all of their products are certified kosherbr br i also recommend these other kettle chips flavors a hrefhttpwwwamazoncomgpproductb000g6mbuakettle chips sea salt vinegara and a hrefhttpwwwamazoncomgpproductb000g6q4gmkettle chips spicy thaiabr br annette solomon a reporter for the salem statesman journal recently noted that a glass of wine goes nicely with these chips solomon wrote you could be missing out on a wonderful pairing these chips are spicy so you would want to select a semisweet white wine also a moderate amount of acid will subdue the strong flavors of ginger lime garlic and cilantro without overpowering them classically a germanstyle riesling fits these parameters perfectly,Positive
these chips remind me of a long obsolete brand of chips we could get in middle school they are by far the tastiest chips ive had and its impossible to walk past the aisle without picking up the trademark blue bag and then putting the bag clip on the bag,Positive
these are by far my favorite chips they are extremely crunchy similar to other kettle style chips but its the extreme vinegar flavor that differentiates these from lesser fried potato snacks ive tried several other brands of salt and vinegar and none of them come close,Positive
they are good but need more cheese and wish they were krinkle cut i much prefer the salt pepper just for the krinkle cut they have a better texture all around this brand is much better than fritolay and a good price on amazon when you get free shipping these are similar to tims or zacks chips in that they are very crispybr br on a side note these are the hardest bags to open by hand i have to use a knife or scissors everytime,Positive
it took a while to get used to these chips but they are pretty good and more healthy for you they sure were eaten all up by my family and friends,Positive
these are delicious the 2 oz bags are a bit big for school lunches definitely more than a serving,Positive
i recently tried this flavorbrand and was surprised at how delicious these chips are the best thing was that there were a lot of brown chips in the bsg my favorite so i bought some more through amazon and shared with family and friends i am a little disappointed that there are not so far very many brown chips in these bags but the flavor is still very good i like them better than the yogurt and green onion flavor because they do not seem to be as salty and the onion flavor is better if you havent eaten kettle chips before i recommend that you try a bag before buying bulk they are thicker and crunchier than lays but just as fresh out of the bag,Positive
we are always pleased with amazons packaging chips are never crushed or broken always fresh we really liked this brandflavor of chips very tasty,Positive
these chips are some of the best ive tasted they are not filled with chemicals you taste the tangy vinegar as well as the potato not greasy perfectly crispy if you dont like salt and vinegar tanginess dont even bother to try these definitely have zip i love them my children and their friends love them even my 4 year old loves them,Positive
these chips were a great deal kettle was having a special deal for the case of chips they are hard to find in vegas and are my favorite flavor shipping was very fast sooner than expected,Positive
fantasticyou can not beat this taste and you can not resist to it only one if you are spice lover,Positive
eat at your own risk once i would open a bag i could not stop good and salty,Positive
i dont eat many chips but these i love great buy and arrived quick and packed great expiration date is a ways away so i have awhile to enjoy them great natural potato flavor i love brown russet hardy flavor and these fit that description to a tee,Positive
i simply fell in love with these chips and refused to share them with my friends my experience with a lot of cheesefavored chips has been too salty and a little over the greasy side but these ny cheddar from kettle really changed my mind thanks to amazon for great discounts and i dont have to buy them from the store anymore,Positive
bought this box of chips as a fathers day gift because dad loves them they are very yummy and more substantial than regular chips,Positive
these chips are quite tasty and the price is right packaged very well would buy again,Positive
i like kettle chips but was really disappointed with this order because they were over cooked i bought a bigger sized bag from costco and the chips were all cooked perfectly so i dont know why these were differentbr will never buy these chips from here again,Negative
for some reason amazon would not ship these to alaskaso i sent them to my grandchildren who got to enjoy them they are very good chips amazon should rethink the shipping to alaska thing i would order groceries online,Positive
my husband likes these a lot they are a bit different to get used to as they are less greasy and salty in taste than the usual chips you buy they are more browner than i would like to see and the chips are pretty sturdy in texture not bad though just takes getting used to eating chips better for your health they do have about 12 the calories in fat however,Positive
just got this order and it is ok a bit light on the cheddar flavoring and herb taste eludes me if it is there,Positive
i really love kettle brand chips but these are rather disappointing there is very little sour cream or onion flavor,Negative
i took one and said good russet potato chip but i found that the flavoring was subtle for my taste a bit oily and overcooked it may be because i am use to eating their great tasting a hrefhttpwwwamazoncomgpproductb000g6q4gmkettle chips spicy thai 2ounce bags pack of 24a or perhaps because all the chips in the bags i received were overcooked and that overpowered the seasoning it is obvious the chips are flavored but if i did not read the bag i would never have thought it had cheddar flavor and i love new york cheddar the flavoring included parmesan cheddar blue cheese garlic and other spices a good chip even when overcooked but i do not plan to buy them again,Neutral
i took one and said good russet potato chip but where is the flavoring then all of a sudden within seconds it spread to my senses and my taste buds were happy as close to thai food as a potato chip can get these chips are spicy enough to satisfy that craving for spice and a hint of sweetness that makes them habit forming the flavoring included garlic ginger jalapeno cilantro and other spices and it just felt great to eat these i will buy these again these were a treat,Positive
i agree with the other review these chips are not for a sore mouth or tender gums the chips are very hard and the taste is delightful if you enjoy the saltvinegar combo unfortunately every bag i received in that case was over cooked they were very dark and only a few golden brown chips in each bag they definitely need to improve that,Negative
we love kettle chips lightly salted and dont feel guilty eating them we used to buy them at whole foods but buying from amazon has saved us money we have purchased at least 3 times and have been happy with the chips and the delivery,Positive
a friend of mine brought these into work with the claim these will change your life while my life is fairly unchanged i cannot get enough of these chips and i do not even like kettle chips for the most part i find kettle chips to be too thick and greasy but the flavor of these chips is amazing the are the type of hot that is refreshing if you do not enjoy spicy or hot things try these anyway they may convert you,Positive
but if you happen to like me there is no better sea salt and vinegar chip ive found in this country,Positive
these are the best potato chips ive ever tasted its easy to go through half of a bag without stopping the texturecrunchiness is just perfect as is the salt and vinegar combination i dont know how they taste so much better than all of the other chips ive ever had but they do and judging from the nutrition facts they seem to be healthier too theyre somewhat fibrous and have a good bit of potassium and vitamin c which could be because they dont skin the potatoes and the chips are a bit thicker than normalbr br and if you like these all of the kettle chips are great,Positive
i rarely eat chips but i saw these and tried them they are really amazing i love cheddar too but the chips are really thin and crunch and delicious flavor i recommend them,Positive
